Raw EEG,Attention,Meditation,Alpha,Delta,Theta,Low Beta,High Beta,Gamma
26.60401662,,,,,,,,
29.84746297,,,,,,,,
23.29730988,,,,,,,,
22.79027303,,,,,,,,
40.0540034,,,,,,,,
18.93583934,,,,,,,,
19.49755351,,,,,,,,
9.914398193,,,,,,,,
-1.752853394,,,,,,,,
-3.702481588,,,,,,,,
-11.46284739,,,,,,,,
-14.58326976,,,,,,,,
-13.19853465,,,,,,,,
-27.4848938,,,,,,,,
-16.41941071,,,,,,,,
-32.69386292,,,,,,,,
-21.10036214,,,,,,,,
7.081667582,,,,,,,,
11.67742411,,,,,,,,
4.154523214,,,,,,,,
1.440048218,,,,,,,,
-8.239746094,,,,,,,,
-6.487528483,,,,,,,,
-6.053606669,,,,,,,,
-16.94043477,,,,,,,,
-7.129987081,,,,,,,,
-20.2665329,,,,,,,,
-10.30572255,,,,,,,,
-9.654998779,,,,,,,,
-26.3449351,,,,,,,,
-5.120913188,,,,,,,,
-1.1510849,,,,,,,,
-10.60899099,,,,,,,,
8.784294128,,,,,,,,
-7.187525431,,,,,,,,
-8.318901062,,,,,,,,
-17.13943481,,,,,,,,
-22.73750305,,,,,,,,
-25.0822703,,,,,,,,
-38.5538737,,,,,,,,
-27.74206797,,,,,,,,
-12.47374217,,,,,,,,
-29.43007151,,,,,,,,
-33.51783752,,,,,,,,
-13.72814178,,,,,,,,
-27.59520213,,,,,,,,
-15.81350962,,,,,,,,
-12.45180766,,,,,,,,
-12.66352336,,,,,,,,
-5.62953949,,,,,,,,
-9.112358093,,,,,,,,
-14.49171702,,,,,,,,
-13.31043243,,,,,,,,
-21.89032237,,,,,,,,
-12.55734762,,,,,,,,
-21.50249481,,,,,,,,
-16.18798574,,,,,,,,
-2.342859904,,,,,,,,
-25.70851644,,,,,,,,
-20.37906647,,,,,,,,
-13.62482707,,,,,,,,
-14.73935445,,,,,,,,
4.43204244,,,,,,,,
1.268386841,,,,,,,,
10.37120819,,,,,,,,
30.86789449,,,,,,,,
14.61823781,,,,,,,,
-4.721641541,,,,,,,,
-6.826400757,,,,,,,,
-15.98358154,,,,,,,,
-15.15992483,,,,,,,,
-15.7028834,,,,,,,,
-29.38365936,,,,,,,,
-14.10706838,,,,,,,,
-18.339475,,,,,,,,
-15.14053345,,,,,,,,
-6.381034851,,,,,,,,
-13.96306356,,,,,,,,
0.657717387,,,,,,,,
8.058865865,,,,,,,,
3.088315328,,,,,,,,
14.93295034,,,,,,,,
0.734011332,,,,,,,,
-11.02224986,,,,,,,,
0.262260437,,,,,,,,
-16.18131002,,,,,,,,
-12.99730937,,,,,,,,
-14.69739278,,,,,,,,
-24.37051137,,,,,,,,
-4.032770793,,,,,,,,
2.141634623,,,,,,,,
1.443227132,,,,,,,,
10.53873698,,,,,,,,
6.300290426,,,,,,,,
18.26318105,,,,,,,,
14.40556844,,,,,,,,
-2.599398295,,,,,,,,
0.445048014,,,,,,,,
-20.26971181,,,,,,,,
-24.30089315,,,,,,,,
-10.15090942,,,,,,,,
-24.25225576,,,,,,,,
-26.48576101,,,,,,,,
-20.34250895,,,,,,,,
-11.02606455,,,,,,,,
-7.315635681,,,,,,,,
-13.11683655,,,,,,,,
-6.718635559,,,,,,,,
0.861803691,,,,,,,,
-20.37970225,,,,,,,,
-15.52200317,,,,,,,,
-3.092447917,,,,,,,,
4.313468933,,,,,,,,
5.487442017,,,,,,,,
0.542004903,,,,,,,,
-18.25650533,,,,,,,,
-11.50798798,,,,,,,,
-14.7339503,,,,,,,,
-2.875645955,,,,,,,,
-0.886281331,,,,,,,,
-6.933848063,,,,,,,,
10.36421458,,,,,,,,
-7.006645203,,,,,,,,
-17.31713613,,,,,,,,
-19.03025309,,,,,,,,
-21.77588145,,,,,,,,
-42.66707102,,,,,,,,
-22.59159088,,,,,,,,
-24.17310079,,,,,,,,
-16.21882121,,,,,,,,
-12.19908396,,,,,,,,
-8.143424988,,,,,,,,
-0.074068705,,,,,,,,
-7.792472839,,,,,,,,
-12.81452179,,,,,,,,
-5.010286967,,,,,,,,
-4.077593486,,,,,,,,
-0.260988871,,,,,,,,
1.021067301,,,,,,,,
-5.826632182,,,,,,,,
-15.97372691,,,,,,,,
-16.10596975,,,,,,,,
-13.06088765,,,,,,,,
-16.44961039,,,,,,,,
-7.792154948,,,,,,,,
-14.54989115,,,,,,,,
-15.1236852,,,,,,,,
-9.606043498,,,,,,,,
-11.16879781,,,,,,,,
-19.69242096,,,,,,,,
-10.36389669,,,,,,,,
3.91070048,,,,,,,,
-8.821169535,,,,,,,,
1.955986023,,,,,,,,
11.14463806,,,,,,,,
-1.420021057,,,,,,,,
-6.347020467,,,,,,,,
-2.226511637,,,,,,,,
-14.11088308,,,,,,,,
-13.01606496,,,,,,,,
-15.58907827,,,,,,,,
-10.50853729,,,,,,,,
-13.40039571,,,,,,,,
-17.05137889,,,,,,,,
-13.04499308,,,,,,,,
-12.79799143,,,,,,,,
-0.142097473,,,,,,,,
11.71747843,,,,,,,,
23.35039775,,,,,,,,
40.13665517,,,,,,,,
35.20393372,,,,,,,,
25.57659149,,,,,,,,
36.45070394,,,,,,,,
16.27063751,,,,,,,,
9.399096171,,,,,,,,
4.857063293,,,,,,,,
-7.169405619,,,,,,,,
-2.156257629,,,,,,,,
-4.808108012,,,,,,,,
8.457183838,,,,,,,,
8.332888285,,,,,,,,
3.293673197,,,,,,,,
5.763053894,,,,,,,,
1.305262248,,,,,,,,
9.495417277,,,,,,,,
18.62748464,,,,,,,,
12.79799143,,,,,,,,
12.38441467,,,,,,,,
15.88058472,,,,,,,,
11.32678986,,,,,,,,
-9.033521016,,,,,,,,
-2.074241638,,,,,,,,
-2.131779989,,,,,,,,
6.614367167,,,,,,,,
-4.559199015,,,,,,,,
7.581075033,,,,,,,,
-4.664421082,,,,,,,,
-8.145014445,,,,,,,,
4.316965739,,,,,,,,
-2.588272095,,,,,,,,
-9.991645813,,,,,,,,
9.761492411,,,,,,,,
0.85290273,,,,,,,,
-30.64092,,,,,,,,
-10.70022583,,,,,,,,
-16.06909434,,,,,,,,
-0.42851766,,,,,,,,
7.277170817,,,,,,,,
-6.86677297,,,,,,,,
12.52237956,,,,,,,,
4.47622935,,,,,,,,
-10.06603241,,,,,,,,
1.408259074,,,,,,,,
2.402941386,,,,,,,,
-3.213564555,,,,,,,,
21.92115784,,,,,,,,
37.33094533,,,,,,,,
14.87763723,,,,,,,,
28.00496419,,,,,,,,
0.898361206,,,,,,,,
4.22668457,,,,,,,,
-6.108919779,,,,,,,,
-10.67574819,,,,,,,,
-6.535212199,,,,,,,,
-12.40730286,,,,,,,,
-4.639307658,,,,,,,,
16.55578613,,,,,,,,
1.994450887,,,,,,,,
-0.389099121,,,,,,,,
-1.807848612,,,,,,,,
8.259137472,,,,,,,,
26.53471629,,,,,,,,
17.39184062,,,,,,,,
19.54142253,,,,,,,,
12.41715749,,,,,,,,
-14.47232564,,,,,,,,
-26.75787608,,,,,,,,
-30.1027298,,,,,,,,
-22.56743113,,,,,,,,
-4.11828359,,,,,,,,
-18.66086324,,,,,,,,
-1.71661377,,,,,,,,
-5.619684855,,,,,,,,
-5.577723185,,,,,,,,
3.101348877,,,,,,,,
-12.15902964,,,,,,,,
-13.65534465,,,,,,,,
-11.27211253,,,,,,,,
-7.183074951,,,,,,,,
-14.06796773,,,,,,,,
-13.83399963,,,,,,,,
-24.07042185,,,,,,,,
-14.81342316,,,,,,,,
5.991299947,,,,,,,,
-6.862322489,,,,,,,,
3.217697144,,,,,,,,
-35.93158722,,,,,,,,
-10.92878977,,,,,,,,
-1.429239909,,,,,,,,
12.35230764,,,,,,,,
24.17405446,,,,,,,,
11.63005829,,,,,,,,
5.661010742,,,,,,,,
1.198768616,,,,,,,,
1.926740011,,,,,,,,
7.902463277,,,,,,,,
20.20136515,,,,,,,,
7.556597392,,,,,,,,
15.7028834,,,,,,,,
11.83636983,,,,,,,,
-2.703666687,,,,,,,,
-4.296938578,,,,,,,,
-3.952026367,,,,,,,,
-5.893071493,,,,,,,,
0.66280365,,,,,,,,
-6.05169932,,,,,,,,
-7.891654968,,,,,,,,
-5.765914917,,,,,,,,
3.956158956,,,,,,,,
-1.020113627,,,,,,,,
-0.84845225,,,,,,,,
7.838567098,,,,,,,,
6.610234578,,,,,,,,
6.243069967,,,,,,,,
9.3348821,,,,,,,,
1.660029093,,,,,,,,
1.507441203,,,,,,,,
2.678871155,,,,,,,,
-0.221888224,,,,,,,,
-4.000345866,,,,,,,,
2.173741659,,,,,,,,
5.297342936,,,,,,,,
12.09163666,,,,,,,,
12.80148824,,,,,,,,
2.672831217,,,,,,,,
16.09547933,,,,,,,,
11.71779633,,,,,,,,
3.560384115,,,,,,,,
4.096984863,,,,,,,,
7.685979207,,,,,,,,
13.32155863,,,,,,,,
3.627459208,,,,,,,,
4.014650981,,,,,,,,
6.086031596,,,,,,,,
-3.876368205,,,,,,,,
11.48446401,,,,,,,,
22.55948385,,,,,,,,
16.1298116,,,,,,,,
38.95441691,,,,,,,,
44.84462738,,,,,,,,
15.41105906,,,,,,,,
5.584716797,,,,,,,,
-14.47455088,,,,,,,,
1.33228302,,,,,,,,
14.29430644,,,,,,,,
-1.895268758,,,,,,,,
-3.753662109,,,,,,,,
-4.52041626,,,,,,,,
-10.79718272,,,,,,,,
8.148829142,,,,,,,,
-2.995173136,,,,,,,,
0.524202983,,,,,,,,
0.795682271,,,,,,,,
-0.42851766,,,,,,,,
2.251942952,,,,,,,,
7.885615031,,,,,,,,
-5.429585775,,,,,,,,
13.11683655,,,,,,,,
12.92578379,,,,,,,,
17.91286469,,,,,,,,
16.40669505,,,,,,,,
5.697250366,,,,,,,,
9.053866069,,,,,,,,
2.916971842,,,,,,,,
-11.79504395,,,,,,,,
-0.036557515,,,,,,,,
-16.07322693,,,,,,,,
-4.300753276,,,,,,,,
-5.843798319,,,,,,,,
-5.728085836,,,,,,,,
-5.455652873,,,,,,,,
1.407623291,,,,,,,,
13.92237345,,,,,,,,
13.57046763,,,,,,,,
9.924888611,,,,,,,,
7.431030273,,,,,,,,
5.07068634,,,,,,,,
-18.42244466,,,,,,,,
-4.363377889,,,,,,,,
-4.230817159,,,,,,,,
-3.50634257,,,,,,,,
0.935236613,,,,,,,,
-5.906105042,,,,,,,,
-4.168192546,,,,,,,,
-6.621360779,,,,,,,,
-18.10836792,,,,,,,,
-7.704734802,,,,,,,,
-2.206802368,,,,,,,,
6.203015645,,,,,,,,
-3.461837769,,,,,,,,
-4.150708516,,,,,,,,
-7.004102071,,,,,,,,
-7.811864217,,,,,,,,
-20.88197072,,,,,,,,
-27.85968781,,,,,,,,
-23.83359273,,,,,,,,
-33.78105164,,,,,,,,
-22.01239268,,,,,,,,
-14.78322347,,,,,,,,
-25.77145894,,,,,,,,
-9.359677633,,,,,,,,
-11.76007589,,,,,,,,
-19.43556468,,,,,,,,
-18.64560445,,,,,,,,
-10.03106435,,,,,,,,
-8.798281352,,,,,,,,
-12.26139069,,,,,,,,
-15.82209269,,,,,,,,
-15.06010691,,,,,,,,
-39.45763906,,,,,,,,
-23.4893163,,,,,,,,
-21.27583822,,,,,,,,
-23.6825943,,,,,,,,
-16.14411672,,,,,,,,
-16.34661357,,,,,,,,
-11.70412699,,,,,,,,
2.405166626,,,,,,,,
0.382741292,,,,,,,,
4.256248474,,,,,,,,
2.313613892,,,,,,,,
6.333986918,,,,,,,,
12.27887472,,,,,,,,
3.299395243,,,,,,,,
-1.464207967,,,,,,,,
5.66927592,,,,,,,,
-0.193913778,,,,,,,,
-4.110654195,,,,,,,,
9.583473206,,,,,,,,
-5.32913208,,,,,,,,
23.97441864,,,,,,,,
24.38227336,,,,,,,,
6.868362427,,,,,,,,
15.13735453,,,,,,,,
12.20258077,,,,,,,,
11.96543376,,,,,,,,
7.24474589,,,,,,,,
-5.138397217,,,,,,,,
-2.658208211,,,,,,,,
0.052134196,,,,,,,,
-19.60023244,,,,,,,,
-2.335230509,,,,,,,,
-0.672658285,,,,,,,,
7.287979126,,,,,,,,
5.779266357,,,,,,,,
-7.681846619,,,,,,,,
22.8249232,,,,,,,,
22.3458608,,,,,,,,
17.48625437,,,,,,,,
26.14911397,,,,,,,,
20.73097229,,,,,,,,
21.04854584,,,,,,,,
20.80917358,,,,,,,,
12.63141632,,,,,,,,
18.19674174,,,,,,,,
9.60000356,,,,,,,,
0.651359558,,,,,,,,
24.711291,,,,,,,,
21.95676168,,,,,,,,
23.76302083,,,,,,,,
26.77631378,,,,,,,,
17.96976725,,,,,,,,
16.0112381,,,,,,,,
27.60791779,,,,,,,,
30.22098541,,,,,,,,
31.89023336,,,,,,,,
32.27933248,,,,,,,,
35.44807434,,,,,,,,
36.5263621,,,,,,,,
31.88673655,,,,,,,,
37.84338633,,,,,,,,
33.0397288,,,,,,,,
22.87991842,,,,,,,,
26.03181203,,,,,,,,
8.003234863,,,,,,,,
18.2946523,,,,,,,,
45.00993093,,,,,,,,
36.19289398,,,,,,,,
45.10688782,,,,,,,,
38.54783376,,,,,,,,
44.6990331,,,,,,,,
60.88161469,,,,,,,,
54.07047272,,,,,,,,
59.91872152,,,,,,,,
50.32253265,,,,,,,,
33.15512339,,,,,,,,
26.5938441,,,,,,,,
30.44350942,,,,,,,,
0.81094106,,,,,,,,
3.138860067,,,,,,,,
9.696960449,,,,,,,,
17.53203074,,,,,,,,
18.21835836,,,,,,,,
25.70947011,,,,,,,,
29.84110514,,,,,,,,
22.27814992,,,,,,,,
25.65129598,,,,,,,,
36.56228383,,,,,,,,
25.87509155,,,,,,,,
6.497065226,,,,,,,,
-1.513799032,,,,,,,,
-8.350054423,,,,,,,,
-12.59454091,,,,,,,,
-13.5641098,,,,,,,,
-18.2355245,,,,,,,,
-10.45672099,,,,,,,,
-18.32898458,,,,,,,,
-9.1492335,,,,,,,,
7.021268209,,,,,,,,
-5.522727966,,,,,,,,
-3.418922424,,,,,,,,
9.503364563,,,,,,,,
11.04132334,,,,,,,,
14.9230957,,,,,,,,
16.1708196,,,,,,,,
5.874951681,,,,,,,,
-5.177179972,,,,,,,,
-16.96936289,,,,,,,,
-28.49960327,,,,,,,,
-30.18252055,,,,,,,,
-36.55942281,,,,,,,,
-28.54251862,,,,,,,,
-30.33892314,,,,,,,,
-23.53254954,,,,,,,,
-20.68646749,,,,,,,,
-18.89387767,,,,,,,,
-12.22674052,,,,,,,,
-13.95289103,,,,,,,,
-24.25702413,,,,,,,,
-2.379099528,,,,,,,,
-2.246538798,,,,,,,,
-2.975145976,,,,,,,,
7.04574585,,,,,,,,
2.208709717,,,,,,,,
11.76643372,,,,,,,,
7.695833842,,,,,,,,
-14.49139913,,,,,,,,
-13.21411133,,,,,,,,
-21.35753632,,,,,,,,
-26.97308858,,,,,,,,
-18.29083761,,,,,,,,
-21.66048686,,,,,,,,
-21.27393087,,,,,,,,
-7.918039958,,,,,,,,
-15.97118378,,,,,,,,
-13.93572489,,,,,,,,
-10.2148056,,,,,,,,
-15.91300964,,,,,,,,
5.721410116,,,,,,,,
-12.60185242,,,,,,,,
-17.97262828,,,,,,,,
-19.22671,,,,,,,,
-36.01296743,,,,,,,,
-23.52937063,,,,,,,,
-29.81217702,,,,,,,,
-25.19798279,,,,,,,,
-12.34181722,,,,,,,,
-22.56298065,,,,,,,,
-18.13729604,,,,,,,,
-8.864720662,,,,,,,,
-6.165186564,,,,,,,,
-3.165880839,,,,,,,,
-7.065455119,,,,,,,,
-7.033348083,,,,,,,,
-0.035921733,,,,,,,,
-5.027453105,,,,,,,,
-8.413314819,,,,,,,,
-22.58173625,,,,,,,,
-35.08154551,,,,,,,,
-25.10166168,,,,,,,,
-29.95936076,,,,,,,,
-28.62612406,,,,,,,,
-20.73574066,,,,,,,,
-8.138020833,,,,,,,,
-4.592577616,,,,,,,,
-7.230440776,,,,,,,,
-4.34366862,,,,,,,,
3.964424133,,,,,,,,
1.373926799,,,,,,,,
-5.707422892,,,,,,,,
0.416755676,,,,,,,,
-2.565701803,,,,,,,,
4.140218099,,,,,,,,
0.431060791,,,,,,,,
-1.72106425,,,,,,,,
-5.566914876,,,,,,,,
-1.47374471,,,,,,,,
-3.926277161,,,,,,,,
2.437909444,,,,,,,,
3.146489461,,,,,,,,
1.039187113,,,,,,,,
5.983670553,,,,,,,,
-10.40108999,,,,,,,,
-9.915669759,,,,,,,,
-8.939107259,,,,,,,,
-11.01366679,,,,,,,,
3.346761068,,,,,,,,
13.77232869,,,,,,,,
18.04733276,,,,,,,,
16.29479726,,,,,,,,
11.17070516,,,,,,,,
18.93107096,,,,,,,,
10.44336955,,,,,,,,
0.105539958,,,,,,,,
14.46501414,,,,,,,,
9.229024251,,,,,,,,
5.001386007,,,,,,,,
3.49521637,,,,,,,,
-3.725369771,,,,,,,,
0.483194987,,,,,,,,
-3.341992696,,,,,,,,
-8.845647176,,,,,,,,
-1.955668132,,,,,,,,
-8.356412252,,,,,,,,
-8.414268494,,,,,,,,
-3.597895304,,,,,,,,
-18.31658681,,,,,,,,
-8.892695109,,,,,,,,
5.048116048,,,,,,,,
1.145680745,,,,,,,,
10.3375117,,,,,,,,
-7.811864217,,,,,,,,
-0.489552816,,,,,,,,
5.885759989,,,,,,,,
-6.797154744,,,,,,,,
-9.406407674,,,,,,,,
-11.53723399,,,,,,,,
-34.13486481,,,,,,,,
-22.33600616,,,,,,,,
-7.273674011,,,,,,,,
-21.95676168,,,,,,,,
-8.422851563,,,,,,,,
-18.34011078,,,,,,,,
-15.49530029,,,,,,,,
-14.29653168,,,,,,,,
-23.16919963,,,,,,,,
-8.93497467,,,,,,,,
-2.378781637,,,,,,,,
-6.718317668,,,,,,,,
6.817181905,,,,,,,,
-4.696528117,,,,,,,,
11.57983144,,,,,,,,
0.38655599,,,,,,,,
0.241597493,,,,,,,,
9.211222331,,,,,,,,
3.320058187,,,,,,,,
-5.479812622,,,,,,,,
-5.447387695,,,,,,,,
-16.05510712,,,,,,,,
-10.17220815,,,,,,,,
-11.71843211,,,,,,,,
-9.817123413,,,,,,,,
2.495765686,,,,,,,,
4.962921143,,,,,,,,
-0.837643941,,,,,,,,
0.297228495,,,,,,,,
2.462069194,,,,,,,,
11.10426585,,,,,,,,
3.440856934,,,,,,,,
-6.877581278,,,,,,,,
-0.624020894,,,,,,,,
-0.804583232,,,,,,,,
-6.366729736,,,,,,,,
0.924746195,,,,,,,,
-1.041730245,,,,,,,,
5.512237549,,,,,,,,
5.092938741,,,,,,,,
7.881482442,,,,,,,,
8.056004842,,,,,,,,
1.015027364,,,,,,,,
-1.968065898,,,,,,,,
4.295349121,,,,,,,,
3.851572673,,,,,,,,
6.151835124,,,,,,,,
-4.416783651,,,,,,,,
-7.855097453,,,,,,,,
-5.413373311,,,,,,,,
-12.93404897,,,,,,,,
-7.407188416,,,,,,,,
-0.63419342,,,,,,,,
-0.335693359,,,,,,,,
3.770510356,,,,,,,,
17.25769043,,,,,,,,
8.431752523,,,,,,,,
8.509635925,,,,,,,,
9.011904399,,,,,,,,
3.987312317,,,,,,,,
14.62427775,,,,,,,,
5.735079447,,,,,,,,
7.998466492,,,,,,,,
8.562405904,,,,,,,,
-8.787155151,,,,,,,,
5.621910095,,,,,,,,
10.62965393,,,,,,,,
-1.896858215,,,,,,,,
7.67103831,,,,,,,,
-3.597577413,,,,,,,,
2.760887146,,,,,,,,
16.84379578,,,,,,,,
9.15368398,,,,,,,,
10.43351491,,,,,,,,
-2.259890238,,,,,,,,
-16.25792185,,,,,,,,
-8.193016052,,,,,,,,
-3.51524353,,,,,,,,
12.71915436,,,,,,,,
21.52919769,,,,,,,,
12.54177094,,,,,,,,
22.79472351,,,,,,,,
24.65089162,,,,,,,,
20.73129018,,,,,,,,
17.08920797,,,,,,,,
5.946159363,,,,,,,,
3.791173299,,,,,,,,
-4.34144338,,,,,,,,
-7.33757019,,,,,,,,
4.312515259,,,,,,,,
3.132820129,,,,,,,,
-5.956013997,,,,,,,,
11.25685374,,,,,,,,
3.180821737,,,,,,,,
4.409154256,,,,,,,,
11.08169556,,,,,,,,
0.30708313,,,,,,,,
10.39727529,,,,,,,,
2.79045105,,,,,,,,
3.930727641,,,,,,,,
16.35106405,,,,,,,,
9.260177612,,,,,,,,
-0.19009908,,,,,,,,
5.743662516,,,,,,,,
-1.589139303,,,,,,,,
8.048375448,,,,,,,,
5.846341451,,,,,,,,
4.892349243,,,,,,,,
11.46507263,,,,,,,,
0.18787384,,,,,,,,
-15.76042175,,,,,,,,
-7.212638855,,,,,,,,
-4.179000854,,,,,,,,
-3.293673197,,,,,,,,
5.339940389,,,,,,,,
-4.925092061,,,,,,,,
8.553187052,,,,,,,,
11.96130117,,,,,,,,
11.26829783,,,,,,,,
18.35123698,,,,,,,,
7.448196411,,,,,,,,
15.28517405,,,,,,,,
6.336212158,,,,,,,,
0.058492025,,,,,,,,
13.94875844,,,,,,,,
13.60289256,,,,,,,,
8.375167847,,,,,,,,
3.571828206,,,,,,,,
-7.348378499,,,,,,,,
-8.206049601,,,,,,,,
-5.682309469,,,,,,,,
-3.68309021,,,,,,,,
2.343813578,,,,,,,,
6.892840068,,,,,,,,
6.828625997,,,,,,,,
3.855069478,,,,,,,,
3.250439962,,,,,,,,
11.35762533,,,,,,,,
8.374532064,,,,,,,,
-3.702799479,,,,,,,,
6.851514181,,,,,,,,
-4.014015198,,,,,,,,
-6.249745687,,,,,,,,
8.711179097,,,,,,,,
-0.56775411,,,,,,,,
8.33384196,,,,,,,,
8.73374939,,,,,,,,
1.572926839,,,,,,,,
7.166544596,,,,,,,,
-5.635897319,,,,,,,,
-7.477442424,,,,,,,,
-7.638295492,,,,,,,,
-17.4334844,,,,,,,,
-20.93537649,,,,,,,,
-20.58188121,,,,,,,,
-19.95627085,,,,,,,,
-4.547754924,,,,,,,,
-2.963701884,,,,,,,,
-12.99095154,,,,,,,,
-6.596565247,,,,,,,,
-20.12030284,,,,,,,,
-21.276474,,,,,,,,
-9.427070618,,,,,,,,
-12.494723,,,,,,,,
7.110277812,,,,,,,,
0.217755636,,,,,,,,
-7.848103841,,,,,,,,
4.561742147,,,,,,,,
-16.94361369,,,,,,,,
-9.124437968,,,,,,,,
-6.013552348,,,,,,,,
-2.3949941,,,,,,,,
16.2302653,,,,,,,,
11.99944814,,,,,,,,
9.221712748,,,,,,,,
3.076871236,,,,,,,,
0.703493754,,,,,,,,
-0.331878662,,,,,,,,
-8.750279744,,,,,,,,
-17.24910736,,,,,,,,
-17.29138692,,,,,,,,
-19.66253916,,,,,,,,
-26.45460765,,,,,,,,
-18.27812195,,,,,,,,
-34.50616201,,,,,,,,
-13.67282867,,,,,,,,
-3.241856893,,,,,,,,
-5.835533142,,,,,,,,
3.005027771,,,,,,,,
-3.426233927,,,,,,,,
-16.76718394,,,,,,,,
-10.20399729,,,,,,,,
-16.94997152,,,,,,,,
-2.705256144,,,,,,,,
4.550615946,,,,,,,,
-6.233533223,,,,,,,,
5.345662435,,,,,,,,
2.733230591,,,,,,,,
-2.407391866,,,,,,,,
1.331329346,,,,,,,,
-8.600234985,,,,,,,,
-10.7943217,,,,,,,,
-9.881337484,,,,,,,,
-19.06013489,,,,,,,,
-20.35109202,,,,,,,,
-13.7386322,,,,,,,,
-19.34846242,,,,,,,,
-12.13804881,,,,,,,,
-17.85818736,,,,,,,,
-9.5094045,,,,,,,,
6.913503011,,,,,,,,
5.505561829,,,,,,,,
7.99369812,,,,,,,,
-10.93737284,,,,,,,,
-13.44426473,,,,,,,,
-18.77148946,,,,,,,,
-30.44478099,,,,,,,,
-30.37929535,,,,,,,,
-21.58991496,,,,,,,,
-39.12671407,,,,,,,,
-30.20954132,,,,,,,,
-26.3077418,,,,,,,,
-35.55774689,,,,,,,,
-24.88072713,,,,,,,,
-27.62476603,,,,,,,,
-20.05704244,,,,,,,,
0.626881917,,,,,,,,
1.215298971,,,,,,,,
8.945147196,,,,,,,,
-1.478830973,,,,,,,,
-10.47229767,,,,,,,,
-7.742245992,,,,,,,,
-17.81336466,,,,,,,,
-5.377133687,,,,,,,,
-3.215154012,,,,,,,,
-14.64780172,,,,,,,,
4.590352376,,,,,,,,
10.89350382,,,,,,,,
-1.270929972,,,,,,,,
1.516660055,,,,,,,,
5.660057068,,,,,,,,
-4.858652751,,,,,,,,
-4.609743754,,,,,,,,
-3.613789876,,,,,,,,
0.266075134,,,,,,,,
0.606536865,,,,,,,,
-0.383694967,,,,,,,,
4.057248433,,,,,,,,
-4.103342692,,,,,,,,
6.955782572,,,,,,,,
7.372220357,,,,,,,,
6.636301676,,,,,,,,
11.91075643,,,,,,,,
15.0607427,,,,,,,,
5.213419596,,,,,,,,
20.17879486,,,,,,,,
7.120768229,,,,,,,,
3.47328186,,,,,,,,
4.103342692,,,,,,,,
-3.639856974,,,,,,,,
0.175158183,,,,,,,,
5.576451619,,,,,,,,
-10.42079926,,,,,,,,
-9.444554647,,,,,,,,
-8.118947347,,,,,,,,
-5.871454875,,,,,,,,
-15.53058624,,,,,,,,
-17.96754201,,,,,,,,
-11.88532511,,,,,,,,
-13.54694366,,,,,,,,
-18.87448629,,,,,,,,
3.214836121,,,,,,,,
0.53914388,,,,,,,,
6.51327769,,,,,,,,
3.8134257,,,,,,,,
0.65835317,,,,,,,,
6.631533305,,,,,,,,
10.08065542,,,,,,,,
0.89263916,,,,,,,,
3.674825033,,,,,,,,
-2.088228861,,,,,,,,
-1.481056213,,,,,,,,
6.336212158,,,,,,,,
0.030199687,,,,,,,,
6.923039754,,,,,,,,
7.430076599,,,,,,,,
3.833770752,,,,,,,,
14.04349009,,,,,,,,
7.004737854,,,,,,,,
12.91179657,,,,,,,,
8.254051208,,,,,,,,
-15.03372192,,,,,,,,
-30.22925059,,,,,,,,
-21.95994059,,,,,,,,
-9.917577108,,,,,,,,
3.81787618,,,,,,,,
13.67759705,,,,,,,,
12.37201691,,,,,,,,
14.95583852,,,,,,,,
11.75467173,,,,,,,,
18.26032003,,,,,,,,
4.64630127,,,,,,,,
5.027453105,,,,,,,,
26.61863963,,,,,,,,
22.56997426,,,,,,,,
15.12940725,,,,,,,,
21.0723877,,,,,,,,
2.391815186,,,,,,,,
22.08264669,,,,,,,,
23.47532908,,,,,,,,
6.462097168,,,,,,,,
11.35667165,,,,,,,,
6.129264832,,,,,,,,
2.498308818,,,,,,,,
7.830619812,,,,,,,,
-0.217755636,,,,,,,,
12.28141785,,,,,,,,
33.79249573,,,,,,,,
19.1933314,,,,,,,,
21.37215932,,,,,,,,
16.82504018,,,,,,,,
16.63843791,,,,,,,,
24.11238352,,,,,,,,
5.963643392,,,,,,,,
19.11290487,,,,,,,,
13.40007782,,,,,,,,
6.981213888,,,,,,,,
11.66502635,,,,,,,,
12.87078857,,,,,,,,
6.937344869,,,,,,,,
18.49937439,,,,,,,,
11.39609019,,,,,,,,
23.97632599,,,,,,,,
30.5223465,,,,,,,,
17.37181346,,,,,,,,
28.58002981,,,,,,,,
31.94332123,,,,,,,,
27.07481384,,,,,,,,
32.40807851,,,,,,,,
34.60629781,,,,,,,,
27.79610952,,,,,,,,
37.11732229,,,,,,,,
27.8412501,,,,,,,,
35.69920858,,,,,,,,
24.64485168,,,,,,,,
11.32678986,,,,,,,,
19.20731862,,,,,,,,
8.048057556,,,,,,,,
2.459843953,,,,,,,,
6.360371908,,,,,,,,
-12.87651062,,,,,,,,
-2.753893534,,,,,,,,
-3.335952759,,,,,,,,
-3.472646077,,,,,,,,
9.148279826,,,,,,,,
10.11721293,,,,,,,,
3.220240275,,,,,,,,
11.52737935,,,,,,,,
-0.451723735,,,,,,,,
4.776318868,,,,,,,,
2.687136332,,,,,,,,
8.839607239,,,,,,,,
7.605552673,,,,,,,,
12.68990835,,,,,,,,
13.05643717,,,,,,,,
9.485244751,,,,,,,,
